game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID
2024-03-24,747820,4,14,18,Kenny Castillo,700341,Kevin Graham,681184,Wyatt Crenshaw,809846,Neyfy Castillo,678689,Sheng-Ping Chen,691283,Jean Walters,695078,Jose Fernandez,699912,Brett Johnson,805842,Jancarlos Cintron,676857,Blake Perkins,663368,perkibl01,Brice Turang,668930,turanbr02,Terence Doston,688392,Jadher Areinamo,699130,Yophery Rodriguez,806983,Lamar Sparks,676473,Ernesto Martinez Jr.,667803,Gregory Barrios,699126,Gary Sánchez,596142,sanchga02,"Kelly, M",518876,kellyme01,Otano,702785,Mantiply,573009,mantijo01,Castro,612434,castrmi01,"Castellanos, H",528748,castehu01,"Gutierrez, G",677916,Britton,694833,"Hall, DL",669084,halldl01,"Hudson, B",663542,hudsobr01,Holub,700183,Yoho,684974,Yeager,687866
