game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-11,719176,2,3,5,José Alvarez,672905,Chase Pinder,676198,Alec Burleson,676475,burleal01,Chris Rotondo,700658,Tres Barrera,668663,barretr01,Luken Baker,663609,bakerlu01,Jeremy Rivas,692405,Taylor Motter,600301,motteta01,Juniel Querecuto,578570,quereju01,Shay Whitcomb,694376,Alex McKenna,665173,Grae Kessinger,666197,kessigr01,Joe Perez,669309,perezjo02,Logan Cerny,681488,J.C. Correa,682182,César Salazar,663967,salazce01,Marty Costes,664753,Zach Daniels,671113,Flaherty,656427,flaheja01,"Rodríguez, W",516853,rodriwi02,"Thompson, Z.D.",668868,thompza02,Naughton,676050,naughpa01,Whitley,676831,whitlko01,Naile,664942,naileja01,Whitley,666215,whitlfo01,Conn,681958,"Maton, P",664208,matonph01,Stanek,592773,stanery01,"Martinez, S",661527,martise01,Blanco,669854,blancro01,Betances,677643
