game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-03,748120,1,3,4,Brett Phillips,621433,phillbr02,Gavin Sheets,657757,sheetga01,Tim Elko,671284,Peyton Burdick,680814,burdipe01,Danny Mendick,664901,mendida01,Bryan Ramos,682868,ramosbr01,Colson Montgomery,695657,Chuckie Robinson,642020,robinch04,Kevin Pillar,607680,pillake01,Caleb Hamilton,643348,hamilca01,Ehire Adrianza,501303,adriaeh01,Jason Martin,641829,martija03,Livan Soto,670869,sotoli01,Hunter Dozier,641531,doziehu01,Jake Marisnick,545350,marisja01,Mickey Moniak,666160,moniami01,Miguel Sanó,593934,sanomi01,Jo Adell,666176,adelljo01,Fedde,607200,feddeer01,Crochet,676979,crochga01,"García, D",665620,garcide01,Leasure,673929,leasujo01,Cousins,664776,cousija01,Speas,666208,speasal01,Dana,702674,Estévez,608032,estevca01,Pomeranz,519141,pomerdr01,Cimber,643256,cimbead01,Plesac,668676,plesaza01,Urena,700712
