game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-27,719413,4,5,9,Luke Williams,663897,willilu01,Jason Heyward,518792,heywaja01,Hunter Feduccia,676439,Eddys Leonard,678760,Damon Keith,701618,Jorbit Vivas,678391,Kyle Nevin,693819,David Peralta,444482,peralda01,James Outman,681546,outmaja01,Brett Phillips,621433,phillbr02,Matt Thaiss,642136,thaisma01,Jeremiah Jackson,669236,Jordyn Adams,677941,adamsjo03,Hunter Renfroe,592669,renfrhu01,Brandon Drury,592273,drurybr01,Osmy Gregorio,668577,Zach Neto,687263,netoza01,Chad Wallach,595453,wallach01,Syndergaard,592789,syndeno01,Vesia,681911,vesiaal01,Almonte,622075,almonye01,"Phillips, E",623465,phillev01,Graterol,660813,gratebr01,Ferguson,657571,ferguca01,Anderson,542881,anderty01,Herget,623474,hergeji01,Loup,571901,loupaa01,Quijada,650671,quijajo01,"Valdez, C",491624,valdece01
