game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-07,748079,6,3,9,Shay Whitcomb,694376,Grae Kessinger,666197,kessigr01,Corey Julks,667452,julksco01,Luke Berryhill,666124,Mauricio Dubón,643289,dubonma01,Will Wagner,695238,Joey Loperfido,694388,loperjo01,Trey Cabbage,663550,cabbatr01,David Hensley,682073,henslda01,Michael Siani,672279,sianimi01,Thomas Saggese,695336,Matt Koperniak,689288,José Fermín,665877,fermijo01,Luken Baker,663609,bakerlu01,Alfonso Rivas III,663845,rivasal01,Nick Raposo,695596,César Prieto,693409,Jared Young,676724,youngja02,Javier,664299,javiecr01,Pressly,519151,pressry01,Hader,623352,haderjo01,"Martinez, S",661527,martise01,Coleman,669395,colemdy01,Mushinski,656786,mushipa01,Washington,675976,Gibson,502043,gibsoky01,Liberatore,669461,liberma01,King,667463,kingjo01,Middleton,641871,middlke01,Kittredge,552640,kittran01
