game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-11,641601,6,1,7,Max McDowell,664120,Anthony Seigler,678011,Greg Allen,656185,allengr01,Chris Gittens,656467,gittech01,Sócrates Brito,593647,britoso01,Ryan LaMarre,534606,lamarry01,Oswald Peraza,672724,perazos02,Andrew Velazquez,623205,velazan01,Hoy Park,660829,parkho01,Rodolfo Durán,660710,Darick Hall,669742,hallda02,Travis Jankowski,608671,jankotr01,Matt Vierling,663837,vierlma01,Nick Maton,665155,matonni01,Mickey Moniak,666160,moniami01,Bryson Stott,681082,stottbr01,C.J. Chatham,641453,Logan O'Hoppe,681351,ohopplo01,Cole,543037,colege01,Loáisiga,642528,loaisjo01,Chacín,468504,chacijh01,Luetge,476595,luetglu01,"Nola, Aa",605400,nolaaa01,Coonrod,656322,coonrsa01,"Romero, J",668941,romerjo01,Hale,571735,haleda02,"Ynoa, M",573589,ynoami01,Hammer,670456,hammejd01,Rosso,665759,rossora01
