game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-06-06,717874,11,2,13,Brent Rooker,667670,rookebr01,Jace Peterson,607054,peterja01,Jonah Bride,681146,bridejo01,Esteury Ruiz,665923,ruizes01,Seth Brown,664913,brownse01,Ryan Noda,676116,nodary01,Shea Langeliers,669127,langesh01,JJ Bleday,668709,bledajj01,Kevin Smith,675656,smithke05,Mark Mathias,664029,mathima01,Rodolfo Castro,666801,castrro01,Austin Hedges,595978,hedgeau01,Connor Joe,656582,joeco01,Ke'Bryan Hayes,663647,hayeske01,Andrew McCutchen,457705,mccutan01,Tucupita Marcano,672779,marcatu01,Joshua Palacios,641943,palacjo01,Jack Suwinski,669261,suwinja01,Kaprielian,621076,kaprija01,Long,669674,longsa01,May,543507,maytr01,"Keller, M",656605,kellemi03,"Ramírez, Y",670990,ramiryo01,"Hernandez, J",669796,hernajo03,De Jong,608328,dejonch01
