game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2024-03-19,747900,2,5,7,Jhon Diaz,691252,Bob Seymour,676044,Alex Jackson,656577,jacksal02,Tanner Murray,695020,Francisco Mejía,642336,mejiafr01,Brayden Taylor,694966,Shane Sasaki,687071,Jake Mangum,663968,Curtis Mead,678554,meadcu01,Eddy Alvarez,657193,alvared01,Joe Dunand,656388,dunanjo01,Wilyer Abreu,677800,abreuwi02,Bobby Dalbec,666915,dalbebo01,Mark Contreras,676628,contrma01,Pablo Reyes,622569,reyespa01,Mark Kolozsvary,656627,kolozma01,David Hamilton,666152,hamilda03,Romy Gonzalez,663853,gonzaro01,"Alexander, T",641302,alexaty01,Armstrong,542888,armstsh01,"Smith, B",572143,smithbu03,Fairbanks,664126,fairbpe01,"Crawford, K",676710,crawfku01,Winckowski,670174,winckjo01,"Rodríguez, J",570257,rodrijo06
