game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-04-05,706790,1,2,3,Cristopher Cespedes,660642,Ryan McKenna,663630,mckenry01,Willy Yahn,676278,Anthony Bemboom,621532,bemboan01,Tyler Nevin,663527,nevinty01,Beau Taylor,607333,taylobe11,Richie Martin,621006,martiri01,Yorkislandy Alvarez,687668,Zach Jarrett,676913,Adrian Pinto,691437,Angel Del Rosario,692489,Gabriel Moreno,672515,morenga01,Rainer Nunez,678742,Manuel Beltre,694202,Dasan Brown,672018,Nathan Lukes,664770,lukesna01,Gosuke Katoh,641741,katohgo01,Gabriel Martinez,683447,"Wells, T",669330,wellsty01,Lakins Sr.,664042,lakintr01,"Pérez, C",672335,perezci01,Ellis,595939,ellisch01,Manoah,666201,manoaal01,Cimber,643256,cimbead01,Merryweather,657240,merryju01,Stripling,548389,stripro01,"García, Y",554340,garciyi01,Romano,605447,romanjo03
