game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-25,718960,6,1,7,Shay Whitcomb,694376,Corey Julks,667452,julksco01,J.J. Matijevic,656695,matijjj01,Alex McKenna,665173,Pedro León,694175,David Hensley,682073,henslda01,Rylan Bannon,676625,bannory01,Yainer Diaz,673237,diazya02,Leosdany Molina,702416,Ildemaro Vargas,545121,vargail01,Michael Chavis,656308,chavimi01,Dominic Smith,642086,smithdo02,Trey Lipscomb,702358,lipsctr01,Alex Call,669743,callal02,Terone Harris III,674677,Brenner Cox,702685,Corey Dickerson,572816,dickeco01,Riley Adams,656180,adamsri03,Javier,664299,javiecr01,"Maton, P",664208,matonph01,Bielak,656232,bielabr01,Corbin,571578,corbipa01,Ward,663658,wardth01,"Ramírez, E",541640,ramirer02,"Harvey, H",640451,harvehu01,"Harris, H",665048,harriho02
