game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-21,747877,2,3,5,Heston Kjerstad,677008,kjershe01,Kyle Stowers,669065,stoweky01,Nick Maton,665155,matonni01,Reed Trimble,701655,Jackson Holliday,702616,hollija01,Maverick Handley,668974,Coby Mayo,691723,Errol Robinson,642021,Connor Norby,681393,Eddy Alvarez,657193,alvared01,Joe Dunand,656388,dunanjo01,Elih Marrero,663503,Wilyer Abreu,677800,abreuwi02,Tyler O'Neill,641933,oneilty01,Bobby Dalbec,666915,dalbebo01,Christian Koss,683766,Pablo Reyes,622569,reyespa01,Gilberto Jimenez,678362,"Suárez, Al",544150,suareal01,Heasley,669169,heasljo01,Charles,664301,McGough,690736,"Suárez, An",605498,suarean01,Criswell,681867,criswco01,Jansen,445276,janseke01,Martin,455119,martich02,Luetge,476595,luetglu01,Olds,681544,Bernardino,657514,bernabr01,Booser,592155,booseca01
