game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2021-06-11,633743,7,7,Mitch Haniger,571745,hanigmi01,J.P. Crawford,641487,crawfjp01,Jake Bauers,641343,bauerja01,Jake Fraley,641584,fraleja01,José Godoy,608422,godoyjo01,Kyle Seager,572122,seageky01,Shed Long Jr.,643418,longsh01,Ty France,664034,francty01,Dillon Thomas,605504,thomadi01,Josh Naylor,647304,naylojo01,René Rivera,425784,riverre01,Harold Ramírez,623912,ramirha02,Amed Rosario,642708,rosaram01,José Ramírez,608070,ramirjo01,Eddie Rosario,592696,rosared01,Bobby Bradley,656252,bradlbo01,Bradley Zimmer,605548,zimmebr01,César Hernández,514917,hernace02,Dunn,643290,dunnju01,Steckenrider,608716,steckdr01,Misiewicz,664948,misiean01,Vest,676684,vestwi01,"Santiago, H",502327,santihe01,Civale,650644,civalaa01,Parker,453284,parkebl01
