game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-19,719045,2,13,15,Dillan Shrum,686770,Luca Tresh,681123,Nick Loftin,679845,loftini01,Peyton Wilson,686523,José Briceño,593993,bricejo01,Gavin Cross,688457,Jorge Bonifacio,593528,bonifjo01,Shervyen Newton,665989,Juan Carlos Negret,676002,P.J. Higgins,664731,higgipj01,Adrian Del Castillo,680728,Alvin Guzman,682630,Brett Johnson,805842,Ali Sánchez,645305,sanchal04,Buddy Kennedy,671083,kennebu01,Roby Enriquez,690702,Geraldo Perdomo,672695,perdoge01,Jake Hager,606993,hagerja01,Greinke,425844,greinza01,Dye,682023,Yarbrough,642232,yarbrry01,Mayers,594577,mayermi01,Sisk,681895,Henry,674072,henryto01,Familia,544727,familje01,Chafin,605177,chafian01,Sulser,642121,sulseco01,Biddle,592145,biddlje01,McGough,543518,mcgousc01,"Ferguson, T",621053,ferguty01
