game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-22,706838,5,5,10,Andy Weber,681581,P.J. Higgins,664731,higgipj01,Owen Caissie,683357,Chase Strumpf,668664,Jared Young,676724,youngja02,Zach Davis,667493,Trent Giambrone,623508,giambtr01,Donnie Dewees,664159,Christian Donahue,656378,Mike Ford,645801,fordmi01,Kevin Padlo,656821,padloke01,Chance Sisco,642082,siscoch01,Forrest Wall,657088,wallfo01,Marcus Wilson,657129,wilsoma02,Donovan Walton,622268,waltodo01,José Caballero,676609,cabaljo01,Alberto Rodriguez,679754,Spencer Packard,689070,Hendricks,543294,hendrky01,"Short, W",670151,Rucker,621074,ruckemi01,Leibrandt,605335,leibrbr01,Roberts,681799,roberet01,Holmes,592411,Leeper,663510,Ray,592662,rayro02,Giles,571704,gileske01,Castillo. D,650895,castidi01,Margevicius,676606,margeni01,"Young, D",664849,youngda02,"Ramírez, Y",670990,ramiryo01
