game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-28,719409,1,3,4,Meibrys Viloria,650619,vilorme01,Christian Cairo,686551,Yordys Valdes,686798,Gabriel Rodriguez,682621,Korey Holland,680690,Julian Escobedo,686659,Pres Cavenaugh,688907,Joe Naranjo,683172,Aaron Bracho,677570,Jordan Lawlar,691783,lawlajo01,Tim Tawa,694374,P.J. Higgins,664731,higgipj01,Deyvison De Los Santos,691277,Phillip Evans,595943,evansph01,Caleb Roberts,681134,Druw Jones,702258,Ryan Bliss,669208,Jake Hager,606993,hagerja01,Quantrill,615698,quantca01,Abney,685095,Karinchak,675916,karinja01,Curry,675540,curryxz01,Labaut,665178,"Nelson, R",669194,nelsory01,Jameson,686753,jamesdr01,Montes De Oca,801216,Chafin,605177,chafian01,"Nelson, K",669459,nelsoky01,"Martinez, Ju",679885,martiju01
