game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-03,719297,9,4,13,Caleb Hamilton,643348,hamilca01,Niko Goodrum,592348,goodrni01,Greg Allen,656185,allengr01,Ryan Fitzgerald,680837,Ceddanne Rafaela,678882,rafaece01,Gilberto Jimenez,678362,Niko Kavadas,694359,Matthew Lugo,683090,Nick Sogard,686765,Aaron Sabato,693306,Anthony Prato,668791,Elliot Soto,519303,sotoel01,Misael Urbina,682618,Seth Gray,680799,Willie Joe Garry Jr.,681831,Grayson Greiner,606988,greingr01,Tanner Schobel,802355,Alerick Soularie,669442,Paxton,572020,paxtoja01,"Gomez, R",677013,Schreiber,670167,schrejo01,Sherriff,595411,sherrry01,Walter,687888,waltebr01,Murphy,669684,murphch01,Gudiño,660508,"Gray, So",543243,grayso01,Blackwood,670154,Pagán,641941,paganem01,"López, Jo",605347,lopezjo02,Headrick,687396,headrbr01,Stewart,592779,stewabr01,Enlow,669416,Nordlin,676699
