game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-13,747984,7,5,12,Bryson Horne,695587,Cal Conley,695462,Jordan Luplow,656669,luplojo01,Cody Milligan,687862,Landon Stephens,686677,Drake Baldwin,686948,Ethan Workinger,689688,Ambioris Tavarez,694222,Yolbert Sanchez,691503,Kyle Stowers,669065,stoweky01,Shayne Fontana,687833,Donta' Williams,676024,Nick Maton,665155,matonni01,Tyler Nevin,663527,nevinty01,Collin Burns,700936,Coby Mayo,691723,Michael Pérez,605421,perezmi03,Connor Norby,681393,Elder,693821,elderbr01,"Lee, D",669276,leedy01,Logue,656657,logueza01,Dunshee,670161,"Irvin, C",608344,irvinco01,Hennen,802402,Tate,622253,tatedi01,Coulombe,543056,couloda01,Akin,669211,akinke01,"Suárez, An",605498,suarean01
