game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2024-05-28,745258,2,4,6,Kyle Tucker,663656,tuckeky01,Jon Singleton,572138,singljo02,Alex Bregman,608324,bregmal01,Jake Meyers,676694,meyerja02,José Abreu,547989,abreujo02,Jose Altuve,514888,altuvjo01,Jeremy Peña,665161,penaje02,Yainer Diaz,673237,diazya02,Yordan Alvarez,670541,alvaryo01,Jonatan Clase,682729,clasejo01,J.P. Crawford,641487,crawfjp01,Josh Rojas,668942,rojasjo01,Dominic Canzone,686527,canzodo01,Cal Raleigh,663728,raleica01,Ryan Bliss,669208,Ty France,664034,francty01,Julio Rodríguez,677594,rodriju01,Luke Raley,670042,raleylu01,"Brown, H",686613,brownhu01,"Abreu, B",650556,abreubr01,Pressly,519151,pressry01,"Castillo, L",622491,castilu02,Voth,608723,vothau01,Saucedo,642048,sauceta01,Stanek,592773,stanery01
