game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-02,748148,3,2,5,Nick Yorke,694377,Joe Dunand,656388,dunanjo01,Stephen Scott,679663,Chase Meidroth,805367,Juan Chacon,691370,Alex Binelas,681323,Allan Castro,691369,Jamie Westbrook,642197,Kelvin Diaz,692556,Greg Jones,675659,Tristan Peters,671976,Tanner Murray,695020,Nick Meyer,680722,Kenny Piper,700652,Austin Shenton,668853,shentau01,Niko Hulsizer,680881,Jake Mangum,663968,C.J. Hinojosa,546994,Pivetta,601713,pivetni01,"Gonzalez, W",682790,Encarnacion,683402,Booser,592155,booseca01,Benitez,676221,Olivarez,672487,Guerrero,692285,Song,679977,McKay,656713,mckaybr01,"Seymour, I",693855,Workman,694312,Cleavinger,664076,cleavga01,"Rodríguez, M",655889,rodrima01,White,686831,"Garcia, C",681603
