game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-01,719323,2,4,6,Jeremy De La Rosa,682707,Erick Mejia,625510,mejiaer01,Travis Blankenhorn,663905,blanktr01,James Wood,695578,Leonel Valera,665987,Donovan Casey,661541,Jake Alu,666906,aluja01,Drew Millas,686452,milladr01,Israel Pineda,672832,pinedis01,Willie Calhoun,641432,calhowi01,Jamie Westbrook,642197,Andrés Chaparro,665953,Oswaldo Cabrera,665828,cabreos01,Carlos Narvaez,665966,Anthony Volpe,683011,volpean01,Jasson Domínguez,691176,dominja01,Jake Bauers,641343,bauerja01,Estevan Florial,664314,flories01,"Abbott, C",676265,abbotco01,Weems,607179,weemsjo01,"Harris, H",665048,harriho02,"Lee, E",681885,leeev01,"Romero, T",676720,romerto01,"Pérez, F",660906,perezfr01,Carrillo,672629,Germán,593334,germado01,Weissert,669711,weissgr01,Loáisiga,642528,loaisjo01,"Gómez, Y",672782,gomezyo01,Weber,543901,weberry01
