game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-17,641970,7,4,11,Brandon Marsh,669016,marshbr02,Matt Thaiss,642136,thaisma01,Livan Soto,670869,sotoli01,Scott Schebler,594988,schebsc01,Jack Mayfield,608686,mayfija01,Jordyn Adams,677941,adamsjo03,Phil Gosselin,594838,gosseph01,Harrison Wenson,643599,Kean Wong,642221,wongke01,J.P. Crawford,641487,crawfjp01,Sam Haggerty,664059,haggesa01,Julio Rodríguez,677594,rodriju01,Donovan Walton,622268,waltodo01,Cal Raleigh,663728,raleica01,José Marmolejos,592530,marmojo01,Braden Bishop,623323,bishobr01,Jarred Kelenic,672284,kelenja01,Evan White,657108,whiteev01,Quintana,500779,quintjo01,Buttrey,621142,buttrty01,Pannone,623381,pannoth01,Brady,676610,Faria,607188,fariaja01,Flexen,623167,flexech01,Guerrieri,605260,guerrta02,Graveman,608665,graveke01,Montero,606160,montera01,Middleton,641871,middlke01
