game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2022-07-23,662436,1,1,Bryan De La Cruz,650559,delacbr01,Dylan Floro,571670,florody01,Avisaíl García,541645,garciav01,Joey Wendle,621563,wendljo01,Nick Fortes,663743,forteni01,Billy Hamilton,571740,hamilbi02,JJ Bleday,668709,bledajj01,Miguel Rojas,500743,rojasmi02,Jesús Aguilar,542583,aguilje01,Ben Gamel,592325,gamelbe01,Oneil Cruz,665833,cruzon01,Greg Allen,656185,allengr01,Ke'Bryan Hayes,663647,hayeske01,Michael Chavis,656308,chavimi01,Kevin Newman,621028,newmake01,Yoshi Tsutsugo,660294,tsutsyo01,Tyler Heineman,623168,heinety01,Jake Marisnick,545350,marisja01,Meyer,676974,meyerma01,Pop,647315,popza01,Nance,667297,nanceto01,Bleier,542947,bleieri01,"Scott, Tan",656945,scottta01,Floro,571670,florody01,Quintana,500779,quintjo01,Crowe,640444,crowewi01,Bednar,670280,bednada01
