game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-17,719081,2,4,6,PK Morris,676678,Rafael Lantigua,672463,Will Robertson,683770,Cullen Large,675925,Andres Sosa,703245,Tanner Morris,671088,Josh Kasevich,688460,Garrett Spain,696521,Trevor Schwecke,673893,Gabriel Rincones Jr.,687282,Darick Hall,669742,hallda02,Dustin Peterson,640460,peterdu01,Cam Cannon,669069,Wendell Rijo,620442,Nick Podkul,674951,Pedro Martinez,680932,Jack Conley,663660,Garrett Whitley,663605,Bassitt,605135,bassich01,"Swanson, E",657024,swanser01,Pop,647315,popza01,"Jackson, J",543351,jacksja01,Falter,663559,falteba01,Brogdon,641401,brogdco01,Kimbrel,518886,kimbrcr01,Domínguez,622554,dominse01,Bowden,641386,bowdebe01
