game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-18,719065,1,3,4,Jhostynxon Garcia,691373,Juan Chacon,691370,Niko Kavadas,694359,Corey Rosier,681468,Luis Ravelo,699144,Karson Simas,689302,Blaze Jordan,691458,Max Ferguson,681132,Ronaldo Hernández,660613,Niko Hulsizer,680881,René Pinto,650907,pintore02,Daniel Robertson,621002,roberda10,Grant Witherspoon,680710,Kyle Manzardo,700932,manzaky01,Austin Shenton,668853,shentau01,Ruben Cardenas,665180,Ronny Simon,682927,Gavin Collins,641468,Winckowski,670174,winckjo01,"Kelly, Z",677161,kellyza01,Ort,672391,ortka01,Shugart,663767,McClanahan,663556,mcclash01,Brewer,605155,breweco01,Poche,621363,pocheco01,Heller,621294,hellebe01,Kelly,687330,kellyke02
