game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-02-27,719357,1,4,5,Alex Isola,684576,Jorel Ortega,687567,Andrew Bechtold,657510,Chance Sisco,642082,siscoch01,Mark Contreras,676628,contrma01,Noah Miller,695653,Misael Urbina,682618,Will Holland,683735,DaShawn Keirsey Jr.,680577,Caleb Hamilton,643348,hamilca01,Greg Allen,656185,allengr01,Ryan Fitzgerald,680837,David Hamilton,666152,hamilda03,Ceddanne Rafaela,678882,rafaece01,Bobby Dalbec,666915,dalbebo01,Matthew Lugo,683090,Narciso Crook,643271,crookna01,Enmanuel Valdez,665839,valdeen01,"López, P",641154,lopezpa01,"López, Jo",605347,lopezjo02,Jax,643377,jaxgr01,"Ortega, O",661383,ortegol01,Woods Richardson,680573,woodssi01,"Nolin, S",543594,nolinse01,Bugg,643239,"Crawford, K",676710,crawfku01,Feltman,664687,Shugart,663767,Broadway,699479,Jacques,682175,jacqujo01,Booser,592155,booseca01,Cellucci,676454,"Thompson, J",642141
