game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-16,642160,11,7,18,Casey Golden,668680,Ryan Vilade,668723,viladry01,Scott Burcham,664883,Bret Boswell,641385,Chris Rabago,657253,Jose Gomez,650506,Nick Longhi,641802,Wynton Bernard,592144,bernawy01,Taylor Snyder,643549,Mark Payton,592622,paytoma01,Scott Heineman,595981,heinesc01,Mike Freeman,502273,freemmi01,Alex Blandino,607468,blandal01,Kyle Holder,664060,Deivy Grullón,620453,grullde01,Nicky Delmonico,547170,delmoni01,Cheslor Cuthbert,596144,cuthbch01,Tyler Naquin,571980,naquity01,"Gonzalez, C",592346,gonzach01,Rosscup,573127,rosscza01,Oberg,623184,obergsc01,"Stephenson, R",596112,stephro01,Estévez,608032,estevca01,Rolison,669020,"Holder, H",595988,Miley,489119,mileywa01,Finnegan,605232,finnebr01,Moreta,664294,moretda01,Doolittle,448281,doolise01,Shipley,640463,shiplbr01,Bedrosian,592135,bedroca01,"Perez, H",660431,perezhe02,Gutierrez,661269,gutievl01
