game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-06,719245,1,5,6,Brian Miller,675649,millebr03,Alex De Goti,621008,degotal01,Victor Mesa Jr.,683748,Jacob Berry,694351,Santiago Chávez,622700,Troy Johnston,687859,Jake Mangum,663968,C.J. Hinojosa,546994,Xavier Edwards,669364,edwarxa01,Tristan Peters,671976,Charlie Culberson,518586,culbech01,Kyle Manzardo,700932,manzaky01,Austin Shenton,668853,shentau01,Vidal Bruján,660644,brujavi01,Kameron Misner,670224,Tristan Gray,656484,graytr01,Logan Driscoll,686482,Jordan Qsar,682040,"Alcantara, S",645261,alcansa01,Simpson,681006,"Gonzalez, C",592346,gonzach01,"Garcia, Ro",676395,garciro04,Fulton,690978,Lindgren,689167,lindgje01,McClanahan,663556,mcclash01,Fleming,676596,flemijo01,Crick,605195,crickky01,Kelley,665001,kelletr01,Schultz,621289,schulja02,Roberson,675963
