game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-05,641937,4,13,17,Yusniel Díaz,666783,diazyu01,Ryan McKenna,663630,mckenry01,Brett Cumberland,656340,Seth Mejias-Brean,623180,mejiase01,Jahmai Jones,663330,jonesja08,Stevie Wilkerson,592859,wilkest01,Mason McCoy,669200,mccoyma01,Nick Ciuffo,624419,ciuffni01,Terrin Vavra,679631,vavrate01,Breyvic Valera,591971,valerbr01,Riley Adams,656180,adamsri03,Reese McGuire,624512,mcguire01,Chavez Young,669945,Leo Jimenez,677870,Joshua Palacios,641943,palacjo01,Jordan Groshans,677954,groshjo01,Miguel Hiraldo,677599,Richard Urena,620446,urenari01,"Harvey, M",518774,harvema01,Akin,669211,akinke01,Fry,643316,frypa01,"Scott, Tan",656945,scottta01,"Wells, T",669330,wellsty01,Sceroler,669135,sceroma01,Ryu,547943,ryuhy01,Kay,641743,kayan01,Phelps,475479,phelpda01,Borucki,621366,borucry01,Romano,605447,romanjo03,Liriano,434538,liriafr01
