game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-23,642151,3,3,Jordan Cowan,643268,José Godoy,608422,godoyjo01,Julio Rodríguez,677594,rodriju01,Sam Travis,607752,travisa01,Jantzen Witte,642220,Braden Bishop,623323,bishobr01,Jack Reinheimer,595373,reinhja01,Jarred Kelenic,672284,kelenja01,Dillon Thomas,605504,thomadi01,Daulton Varsho,662139,varshda01,Bryan Holaday,592407,holadbr01,Josh Rojas,668942,rojasjo01,Drew Ellis,656403,ellisdr01,Seth Beer,666179,beerse01,Christian Lopes,547173,lopesch01,Domingo Leyba,642736,leybado01,Juniel Querecuto,578570,quereju01,Stuart Fairchild,656413,faircst01,Flexen,623167,flexech01,"Swanson, E",657024,swanser01,Vest,676684,vestwi01,Middleton,641871,middlke01,Sadler,594987,sadleca02,"Kelly, M",518876,kellyme01,Moll,594580,mollsa01,Buchter,488748,buchtry01,Soria,465657,soriajo01,Mella,622492,mellake01,Mantiply,573009,mantijo01,Devenski,606965,devench02
