game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-12,641569,8,5,13,Michael Harris II,671739,harrimi04,Braden Shewmake,669699,shewmbr01,Ehire Adrianza,501303,adriaeh01,Sean Kazmar Jr.,453527,kazmase01,Bryce Ball,668787,Ryan Goins,572365,goinsry01,Terone Harris III,674677,Shea Langeliers,669127,langesh01,Abraham Almonte,501659,almonab01,Nick Gordon,624503,gordoni01,Rob Refsnyder,608701,refsnro01,Keon Broxton,542979,broxtke01,Andrew Romine,461865,rominan01,Jose Miranda,669304,miranjo01,Aaron Sabato,693306,David Bañuelos,675915,banueda01,Zander Wiel,605530,Drew Maggi,543482,maggidr01,Ynoa,660623,ynoahu01,Pfeifer,547177,Toussaint,657053,toussto01,Minter,621345,minteaj01,Pineda,501381,pinedmi01,"Vasquez, A",607755,vasquan02,Thorpe,626929,thorple01,Colomé,517008,colomal01,"Rogers, Ta",573124,rogerta01,Duffey,608648,duffety01,Sparkman,642098,sparkgl01
