game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-22,719008,1,2,3,Ryan McKenna,663630,mckenry01,Heston Kjerstad,677008,kjershe01,Max Wagner,694484,Colton Cowser,681297,cowseco01,Jordan Westburg,676059,westbjo01,Jackson Holliday,702616,hollija01,TT Bowens,688449,Maverick Handley,668974,Ryan O'Hearn,656811,ohearry01,Alex De Jesus,682942,Luis De Los Santos,665782,Otto Lopez,672640,lopezot01,Rainer Nunez,678742,Steward Berroa,672642,Yhoangel Aponte,699082,Gabriel Martinez,683447,Brandon Belt,474832,beltbr01,Rob Brantly,542963,brantro01,Kremer,665152,kremede01,Politi,681555,Baker,641329,bakerbr01,Baumann,657508,baumami01,Berríos,621244,berrijo01,Mayza,641835,mayzati01,"García, Y",554340,garciyi01,"Swanson, E",657024,swanser01,Pop,647315,popza01,Romano,605447,romanjo03
