game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-09-11,632533,3,3,Luis Urías,649966,uriaslu01,Kolten Wong,543939,wongko01,Omar Narváez,553882,narvaom01,Daniel Vogelbach,596129,vogelda01,Christian Yelich,592885,yelicch01,Jace Peterson,607054,peterja01,Eduardo Escobar,500871,escobed01,Lorenzo Cain,456715,cainlo01,Jackie Bradley Jr.,598265,bradlja02,Harold Ramírez,623912,ramirha02,Austin Hedges,595978,hedgeau01,José Ramírez,608070,ramirjo01,Owen Miller,680911,milleow01,Bobby Bradley,656252,bradlbo01,Myles Straw,664702,strawmy01,Óscar Mercado,640458,mercaos01,Bradley Zimmer,605548,zimmebr01,Franmil Reyes,614177,reyesfr01,Burnes,669203,burneco01,Hader,623352,haderjo01,Plesac,668676,plesaza01,"Shaw, B",543766,shawbr01,Parker,453284,parkebl01,Garza,621057,garzaju01
