game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2023-03-26,718949,10,11,21,Luke Raley,670042,raleylu01,Ryan Cermak,688714,Cristopher Barete,683539,Jonathan Aranda,666018,arandjo01,Kenny Piper,700652,Roberto Alvarez,666712,Matthew Dyer,686546,Tristan Gray,656484,graytr01,Alika Williams,675961,willial04,Esney Chacon,672623,Eliezer Alfonzo,672613,Ryan Kreidler,668952,kreidry01,Michael Papierski,657709,papiemi01,Carlos Mendoza,685332,Jonathan Davis,641505,davisjo05,Corey Joyce,687144,Andrew Knapp,595284,knappan01,Dom Johnson,694336,Criswell,681867,criswco01,"Garcia, C",681603,Kelley,665001,kelletr01,La Sorsa,686747,lasorjo01,Cleavinger,664076,cleavga01,"Lopez, Ja",682052,lopezja04,Belge,666122,Uceta,670955,ucetaed01,"Castro, K",665645,castrke01,Rosenthal,572096,rosentr01,"Díaz, M",622766,diazmi02,White,686839,whitebr01,Wisler,605538,wislema01,"Holton, T",663947,holtoty01,Anderson,681252
