game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-03,641582,8,1,9,Adam Hall,647228,Austin Wynns,642851,wynnsau01,Ryan McKenna,663630,mckenry01,Seth Mejias-Brean,623180,mejiase01,Rylan Bannon,676625,bannory01,Adley Rutschman,668939,rutscad01,Tyler Nevin,663527,nevinty01,Mason McCoy,669200,mccoyma01,Terrin Vavra,679631,vavrate01,CJ Alexander,680769,Michael Harris II,671739,harrimi04,Ehire Adrianza,501303,adriaeh01,Sean Kazmar Jr.,453527,kazmase01,Travis Demeritte,641513,demertr01,Ryan Goins,572365,goinsry01,Phillip Ervin,640447,ervinph01,Guillermo Heredia,628338,heredgu01,Alex Jackson,656577,jacksal02,LeBlanc,453281,leblawa01,"Harvey, H",640451,harvehu01,Tate,622253,tatedi01,Abad,472551,abadfe01,Goudeau,623485,goudeas01,Smyly,592767,smylydr01,Jackson,592426,jackslu01,Edwards Jr.,605218,edwarca01,Davidson,656353,davidtu01,Vodnik,680767,vodnivi01,Weigel,622256,weigepa01
