game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-28,718923,7,5,12,Alex Isola,684576,Anthony Prato,668791,Dalton Shuffield,684922,Seth Gray,680799,Armani Smith,669702,Willie Joe Garry Jr.,681831,Will Holland,683735,Frank Nigro,688507,Tanner Schobel,802355,Tres Gonzalez,687206,Canaan Smith-Njigba,675986,smithca05,Brenden Dixon,686981,Javier Rivas,691922,Ji Hwan Bae,678225,baeji01,Jason Delay,641511,delayja01,Maikol Escotto,683500,Drew Maggi,543482,maggidr01,Shalin Polanco,694186,Mahle,641816,mahlety01,"McMahon, H",684937,Brink,656259,Scherff,669085,Nordlin,676699,Phillips,641974,Oviedo,670912,oviedjo01,De Jong,608328,dejonch01,"Hernandez, J",669796,hernajo03,Moreta,664294,moretda01,Minaya,573668,minayju01,Bednar,670280,bednada01
