game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-24,706979,3,2,5,Kevin Padlo,656821,padloke01,Julio Rodríguez,677594,rodriju01,Dylan Moore,664238,mooredy01,Billy Hamilton,571740,hamilbi02,Steven Souza Jr.,519306,souzast01,Connor Hoover,676803,Donovan Walton,622268,waltodo01,Cal Raleigh,663728,raleica01,Taylor Trammell,666211,trammta01,George Valera,671655,Will Benson,666181,bensowi01,Jose Devers,691410,Marcos Gonzalez,672733,Steven Kwan,680757,kwanst01,Milan Tolentino,675455,Richie Palacios,680700,palacri01,José Tena,677588,tenajo01,Mike Rivera,657741,"Gilbert, L",669302,gilbelo01,Sheffield,656954,sheffju01,"Swanson, E",657024,swanser01,Misiewicz,664948,misiean01,"Mills, W",670090,millswy01,Murfee,682171,murfepe01,Quantrill,615698,quantca01,Hentges,656529,hentgsa01,Broom,680940,Garza,621057,garzaju01,"Young, Al",622065,youngal01,Myers,668964,myersto01,Scott,681792
