game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-07-22,663222,28,5,33,Matt Chapman,656305,chapmma01,Zack Collins,641470,colliza01,Santiago Espinal,669289,espinsa01,Cavan Biggio,624415,biggica01,Lourdes Gurriel Jr.,666971,gurrilo01,Danny Jansen,643376,janseda01,Raimel Tapia,606132,tapiara01,Bradley Zimmer,605548,zimmebr01,Alejandro Kirk,672386,kirkal01,Yolmer Sánchez,570560,sanchca01,Rob Refsnyder,608701,refsnro01,Kevin Plawecki,608700,plaweke01,Bobby Dalbec,666915,dalbebo01,Franchy Cordero,614173,cordefr02,Jeter Downs,669023,downsje01,Jarren Duran,680776,duranja01,Jackie Bradley Jr.,598265,bradlja02,Christian Vázquez,543877,vazquch01,Gausman,592332,gausmke01,Beasley,676886,beaslje01,Banda,607455,bandaan01,Eovaldi,543135,eovalna01,"Davis, A",656354,davisau01,Ort,672391,ortka01,Hernández,650382,hernada02,Diekman,518617,diekmja01,Sawamura,617228,sawamhi01,Sánchez,570560,sanchca01
