game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-17,642020,5,10,15,Freddy Fermin,666023,fermifr01,Erick Mejia,625510,mejiaer01,Anderson Miller,663402,Kyle Isbel,664728,isbelky01,Bobby Witt Jr.,677951,wittbo02,Clay Dungan,687867,Nicky Lopez,670032,lopezni01,Nick Pratto,668472,prattni01,Ryan O'Hearn,656811,ohearry01,Carlos Pérez,542208,perezca02,Cody Thomas,642137,thomaco01,Vimael Machín,605353,machivi01,Seth Brown,664913,brownse01,Pete Kozma,518902,kozmape01,Nick Allen,669397,allenni02,Frank Schwindel,643524,schwifr01,Jacob Wilson,607111,wilsoja04,Tony Kemp,643393,kempto01,Minor,501985,minormi01,Newberry,623470,newbeja01,Staumont,622251,staumjo01,Kalish,592455,Brentz,641394,brentja01,Puk,640462,pukaj01,Rosenthal,572096,rosentr01,Diekman,518617,diekmja01,Jefferies,641726,jeffeda01,Bracewell,659070,Guduan,594056,guduare01
