game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2024-05-13,746799,4,4,CJ Abrams,682928,abramcj01,Jesse Winker,608385,winkeje01,Joey Meneses,608841,menesjo01,Ildemaro Vargas,545121,vargail01,Jacob Young,696285,youngja03,Eddie Rosario,592696,rosared01,Trey Lipscomb,702358,lipsctr01,Keibert Ruiz,660688,ruizke01,Luis García Jr.,671277,garcilu04,Martín Maldonado,455117,maldoma01,Braden Shewmake,669699,shewmbr01,Andrew Vaughn,683734,vaughan01,Tommy Pham,502054,phamth01,Nicky Lopez,670032,lopezni01,Paul DeJong,657557,dejonpa01,Zach Remillard,621545,remilza01,Andrew Benintendi,643217,beninan01,Rafael Ortega,542364,ortegra01,Parker,680730,parkemi01,Weems,607179,weemsjo01,"Barnes, J",606930,barneja01,Rutledge,671131,rutleja01,Fedde,607200,feddeer01,Leasure,673929,leasujo01,Kopech,656629,kopecmi01
