game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-04-09,745195,3,3,Brandon Marsh,669016,marshbr02,Bryce Harper,547180,harpebr03,Nick Castellanos,592206,casteni01,Alec Bohm,664761,bohmal01,Bryson Stott,681082,stottbr01,Kyle Schwarber,656941,schwaky01,Whit Merrifield,593160,merriwh01,Garrett Stubbs,596117,stubbga01,Trea Turner,607208,turnetr01,Nolan Gorman,669357,gormano01,Victor Scott II,687363,scottvi01,Willson Contreras,575929,contrwi01,Nolan Arenado,571448,arenano01,Paul Goldschmidt,502671,goldspa01,Michael Siani,672279,sianimi01,Brendan Donovan,680977,donovbr01,Masyn Winn,691026,winnma01,Iván Herrera,671056,herreiv01,Wheeler,554430,wheelza01,"Pinto, R",620982,pintori01,"Gray, So",543243,grayso01,Liberatore,669461,liberma01,Kittredge,552640,kittran01,"Romero, J",668941,romerjo01,Helsley,664854,helslry01
