game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-14,719130,2,6,8,Caleb Hamilton,643348,hamilca01,Ahbram Liendo,699157,Alex Binelas,681323,Allan Castro,691369,Luis Ravelo,699144,Tyler McDonough,694812,Blaze Jordan,691458,Miguel Ugueto,692568,Eduardo Lopez,682637,Brendon Davis,663478,davisbr04,Jake Holton,687724,Eric De La Rosa,680763,Luis García,677593,Michael Papierski,657709,papiemi01,Seth Stephenson,700931,Colt Keith,690993,keithco01,Gage Workman,669398,Andrew Knapp,595284,knappan01,Pivetta,601713,pivetni01,Schreiber,670167,schrejo01,"Thompson, J",642141,Mosqueda,665996,Shugart,663767,Guerrero,692285,Lorenzen,547179,lorenmi01,Wolf,663684,Uceta,670955,ucetaed01,Lange,656638,langeal01,"Del Pozo, M",600887,delpomi01,Englert,669438,englema01
