game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-05-02,718337,2,2,Michael Conforto,624424,confomi01,Joey Bart,663698,bartjo01,Thairo Estrada,642731,estrath01,Joc Pederson,592626,pederjo01,Cal Stevenson,670276,steveca01,Brett Wisely,689172,wiselbr01,LaMonte Wade Jr.,664774,wadela01,J.D. Davis,605204,davisjd01,Austin Slater,596103,slateau01,Corey Julks,667452,julksco01,Kyle Tucker,663656,tuckeky01,Mauricio Dubón,643289,dubonma01,Alex Bregman,608324,bregmal01,Jake Meyers,676694,meyerja02,José Abreu,547989,abreujo02,Jeremy Peña,665161,penaje02,Yainer Diaz,673237,diazya02,Yordan Alvarez,670541,alvaryo01,DeSclafani,543101,desclan01,Doval,666808,dovalca01,"Brown, H",686613,brownhu01,Gage,657424,gagema01,Stanek,592773,stanery01,Neris,593576,nerishe01,Blanco,669854,blancro01
