game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-28,642084,3,3,6,Luis Campusano,669134,campulu01,Jorge Mateo,622761,mateojo01,Brian O'Grady,657434,ogradbr01,Tucupita Marcano,672779,marcatu01,Pedro Florimón,465753,floripe01,Nabil Crismatt,622503,crismna01,Gosuke Katoh,641741,katohgo01,John Andreoli,607430,andrejo03,Ha-Seong Kim,673490,kimha01,Connor Marabell,664088,Steven Kwan,680757,kwanst01,Owen Miller,680911,milleow01,Alex Call,669743,callal02,Ryan Lavarnway,543432,lavarry01,Tyler Krieger,623513,José Fermín,665877,fermijo01,Richie Palacios,680700,palacri01,Tyler Freeman,671289,freemty01,Musgrove,605397,musgrjo01,Gore,669022,gorema01,Northcraft,573062,northaa01,"Ramirez, N",598286,ramirni01,Crismatt,622503,crismna01,McKenzie,663474,mckentr01,"Pérez, O",424144,perezol01,"Maton, P",664208,matonph01,Karinchak,675916,karinja01,"Johnson, DJ",597113,johnsdj01
