game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,over_under_runline
663242,2022-09-06,9,3,12,112,Chicago Cubs,113,Cincinnati Reds,27020,27000,Jonathan India,663697,indiajo01,Albert Almora Jr.,546991,almoral01,Kyle Farmer,571657,farmeky01,Donovan Solano,456781,solando01,Spencer Steer,668715,steersp01,Aristides Aquino,606157,aquinar01,Stuart Fairchild,656413,faircst01,Jose Barrero,676480,garcijo02,Nick Madrigal,663611,madrini01,Seiya Suzuki,673548,suzukse01,Ian Happ,664023,happia01,Franmil Reyes,614177,reyesfr01,Nico Hoerner,663538,hoernni01,Rafael Ortega,542364,ortegra01,Yan Gomes,543228,gomesya01,Alfonso Rivas III,663845,rivasal01,Wade Miley,489119,mileywa01,Justin Dunn,643290,dunnju01,Hayden Wesneski,669713,wesneha01,Ian Gibaut,664139,gibauia01,Reiver Sanmartin,665665,sanmare01,Fernando Cruz,518585,cruzfe01,Art Warren,605521,warrear01,Hunter Strickland,519326,strichu01,8.0
