game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-14,719119,8,6,14,Jeremiah Jackson,669236,Taylor Jones,622100,jonesta01,Jordyn Adams,677941,adamsjo03,Arol Vera,691186,Luis Barrera,642456,barrelu01,Mickey Moniak,666160,moniami01,Zach Neto,687263,netoza01,Jo Adell,666176,adelljo01,Chad Wallach,595453,wallach01,Carson Tucker,691020,Luis Durango,691411,Emerson Purroy,699806,Micah Pries,687588,Tyler Freeman,671289,freemty01,Bryan Lavastida,681526,lavasbr01,Jose Baez,683399,Marlin Made,677583,Cesar Idrogo,677581,Silseth,681217,silsech01,Crow,689441,"Holder, J",656547,holdejo02,Armstrong,678371,Rosenberg,670046,rosenke01,Bieber,669456,biebesh01,Jones,669437,Stephan,663986,stephtr01,Sandlin,680704,sandlni01,"De Los Santos, E",660853,delosen01,Pilkington,663455,pilkiko01
