game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-27,642057,9,2,11,George Valera,671655,Connor Marabell,664088,Will Benson,666181,bensowi01,Jordan Luplow,656669,luplojo01,Steven Kwan,680757,kwanst01,Owen Miller,680911,milleow01,Ryan Lavarnway,543432,lavarry01,Yu Chang,644374,changyu01,Tyler Freeman,671289,freemty01,Matt Davidson,571602,davidma02,Jacob Amaya,676070,amayaja01,Omar Estévez,666784,Elliot Soto,519303,sotoel01,Stevie Berman,670281,Mitch White,669952,whitemi03,Andy Burns,542992,burnsan01,Rangel Ravelo,592660,ravelra01,Jake Vogel,691949,Bieber,669456,biebesh01,"Shaw, B",543766,shawbr01,"Clase, E",661403,claseem01,Stephan,663986,stephtr01,Sandlin,680704,sandlni01,Bauer,545333,bauertr01,Vesia,681911,vesiaal01,Cleavinger,664076,cleavga01,"González, V",624647,gonzavi02,"Santana, D",642701,santade01,"White, M",669952,whitemi03
