game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID
2023-03-12,719156,1,5,6,Nasim Nuñez,683083,nunezna01,Angeudis Santos,683649,Chase Luttrell,702292,José Devers,672701,deverjo01,Austin Allen,664119,allenau01,Davis Bradshaw,676991,Paul McIntosh,682192,Alex De Goti,621008,degotal01,Bubba Hollins,657617,Alex McKenna,665173,Kenedy Corona,685744,Bligh Madris,676632,madribl01,Collin Price,805672,Tyler Whitaker,696264,J.C. Correa,682182,Yainer Diaz,673237,diazya02,Chad Stevens,677060,Zach Daniels,671113,Smeltzer,656970,smeltde01,Brazoban,623211,brazohu01,Nardi,677053,nardian01,Villalobos,681871,villael02,"Gonzalez, C",592346,gonzach01,"Brown, H",686613,brownhu01,"Paredes, E",660600,pareden01,Hansen,667712,Gomez,685461,DeLabio,700832
