game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-22,706897,2,2,Grae Kessinger,666197,kessigr01,Michael Sandle,688403,Corey Julks,667452,julksco01,Freddy Guilamo,683414,J.J. Matijevic,656695,matijjj01,Alex McKenna,665173,Korey Lee,686676,leeko01,David Hensley,682073,henslda01,Leosdany Molina,702416,Luis Guillorme,641645,guilllu01,Francisco Alvarez,682626,alvarfr01,Matt Reynolds,608703,reynoma03,Travis Jankowski,608671,jankotr01,Jeff McNeil,643446,mcneije01,Brett Baty,683146,batybr01,Carlos Cortes,666126,Jake Mangum,663968,Daniel Palka,594953,palkada01,Odorizzi,543606,odorija01,Solomon,656981,solompe01,Rosscup,573127,rosscza01,"Martinez, S",661527,martise01,Blanco,669854,blancro01,Olczak,664144,deGrom,594798,degroja01,Ottavino,493603,ottavad01,Williams,592866,willitr01,Claudio,592222,claudal01,"Rodríguez, Jo",642578,rodrijo07,Nogosek,668665,nogosst01,Zastryzny,642239,zastrro01
