game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-27,748201,11,2,13,Max Muncy,691777,Drew Lugbauer,656666,Max Schuemann,680474,schuema01,Brett Harris,695391,harribr02,Daz Cameron,663662,camerda01,Jeisson Rosario,671271,Daniel Susac,691740,Jacob Wilson,805779,Lazaro Armenteros,670860,Raynel Delgado,669384,Bryan Lavastida,681526,lavasbr01,Angel Martínez,682657,Cooper Ingle,694876,Chase DeLauter,800050,Micah Pries,687588,Johnathan Rodriguez,671286,rodrijo10,Deyvison De Los Santos,691277,Dayan Frias,682679,Sears,676664,searsjp01,Bido,674370,bidoos01,"Kelly, M",547184,kellymi03,"Harris, H",663687,harriho03,Emanuels,669434,Tomioka,693388,"Ferguson, T",621053,ferguty01,Curry,675540,curryxz01,Gaddis,683769,gaddihu01,Barria,642545,barrija01,Thornton,696263,Zuber,676604,zuberty01,Oller,670124,ollerad01,Aleman,680916,Enright,663671
