game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2022-03-30,706881,11,3,14,Zac Cook,674330,Luis De Los Santos,665782,Nathan Lukes,664770,lukesna01,Spencer Horwitz,687462,horwisp01,Harrison Ray,668742,Samad Taylor,669392,taylosa04,Tanner Morris,671088,Kellin Deglan,592256,Steward Berroa,672642,Max Burt,661733,Andrés Chaparro,665953,Elijah Dunham,685313,Matt Pita,681862,Max McDowell,664120,Ryder Green,680685,Jesús Bastidas,665846,Evan Alexander,670116,Eduardo Torrealba,665908,Allgeyer,680430,allgeni01,Thornton,663423,thorntr01,"García, Y",554340,garciyi01,Saucedo,642048,sauceta01,"Castro, A",621593,castran02,Gage,657424,gagema01,Banuelos,544365,banuema01,Sears,676664,searsjp01,Marinaccio,676760,marinro01,Chapman,547973,chapmar01,Weber,543901,weberry01,"Espinal, C",664284
