game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-04-03,706785,6,9,15,Rolando Espinosa,678849,Niko Goodrum,592348,goodrni01,Justin Williams,681334,Aledmys Díaz,649557,diazal02,Rainier Rivas,678592,Martín Maldonado,455117,maldoma01,Dauri Lorenzo,691184,Chas McCormick,676801,mccorch01,Juan Santander,691466,Riley Adams,656180,adamsri03,Jake Boone,677041,Jackson Coutts,694760,Jaden Fein,680995,Victor Robles,645302,roblevi01,Paul Witt,700685,Armando Cruz,694182,Gerardo Parra,467827,parrage01,Yadiel Hernandez,628450,hernaya01,Verlander,434378,verlaju01,"Maton, P",664208,matonph01,"Taylor, B",642130,taylobl01,Montero,606160,montera01,Stanek,592773,stanery01,Neris,593576,nerishe01,"Gray, Js",680686,grayjo03,Voth,608723,vothau01,Cishek,518553,cishest01,"Harvey, H",640451,harvehu01,Doolittle,448281,doolise01,Clippard,461325,clippty01
