game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-02-26,748213,4,2,6,Elier Hernandez,609274,hernael02,Frainyer Chavez,669413,José Godoy,608422,godoyjo01,Sandro Fabian,660758,Trevor Hauver,669386,Davis Wendzel,673995,wendzda01,Abimelec Ortiz,694673,Aaron Zavala,701648,Cameron Cauley,695508,Brett Phillips,621433,phillbr02,Bryan Ramos,682868,ramosbr01,Zach DeLoach,676113,deloaza01,Edgar Quero,700337,José Rodríguez,679563,rodrijo09,Tim Elko,671284,Zach Remillard,621545,remilza01,Peyton Burdick,680814,burdipe01,Oscar Colás,693049,colasos01,Winn,668390,winnco01,Ahlstrom,695239,Kent,687849,Castillo. D,650895,castidi01,Wolfram,664991,Church,687847,Robert,642016,Birlingmair,679304,Nastrini,680897,nastrni01,Speas,666208,speasal01,Leasure,673929,leasujo01,Bush,681066,Ellard,686642,Padilla,656820,padilni01,McGarity,641849
