game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-02-28,641623,6,4,10,Breyvic Valera,591971,valerbr01,Riley Adams,656180,adamsri03,Chavez Young,669945,Logan Warmoth,657089,Forrest Wall,657088,wallfo01,Jordan Groshans,677954,groshjo01,Kevin Smith,675656,smithke05,Tyler White,643603,whitety01,Otto Lopez,672640,lopezot01,Armando Alvarez,669137,Thomas Milone,641882,Chris Gittens,656467,gittech01,Trey Amburgey,664011,amburtr01,Sócrates Brito,593647,britoso01,Oswald Peraza,672724,perazos02,Andrew Velazquez,623205,velazan01,Ezequiel Duran,677649,duranez01,Rob Brantly,542963,brantro01,Kay,641743,kayan01,Zeuch,643615,zeuchtj01,Waguespack,621097,wagueja01,"Castro, A",621593,castran02,Murray,680765,Baker,641329,bakerbr01,King,650633,kingmi01,Wojciechowski,592879,wojcias01,Barraclough,607457,barraky01,Warren,476589,warread01,Luetge,476595,luetglu01,Goody,580792,goodyni01
