game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-08-07,633012,4,4,Leury García,544725,garcile02,Yoán Moncada,660162,moncayo01,José Abreu,547989,abreujo02,Zack Collins,641470,colliza01,Brian Goodwin,571718,goodwbr01,Tim Anderson,641313,anderti01,Adam Engel,641553,engelad01,Ryan Tepera,572193,teperry01,César Hernández,514917,hernace02,Willson Contreras,575929,contrwi01,Frank Schwindel,643524,schwifr01,Rex Brothers,571521,brothre01,Ian Happ,664023,happia01,Patrick Wisdom,621550,wisdopa01,Andrew Romine,461865,rominan01,David Bote,623520,boteda01,Matt Duffy,622110,duffyma01,Rafael Ortega,542364,ortegra01,Rodón,607074,rodonca01,Kopech,656629,kopecmi01,Bummer,607481,bummeaa01,Kimbrel,518886,kimbrcr01,Tepera,572193,teperry01,Alzolay,640470,alzolad01,Winkler,595465,winklda01,Megill,656730,megiltr01,Brothers,571521,brothre01
