game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-20,747889,12,3,15,Jace Jung,690291,Anthony Bemboom,621532,bemboan01,Justyn-Henry Malloy,669234,Keston Hiura,669374,hiurake01,Josh Crouch,676509,Ryan Vilade,668723,viladry01,Bligh Madris,676632,madribl01,Eddys Leonard,678760,Gage Workman,669398,Yoyner Fajardo,679938,Niko Goodrum,592348,goodrni01,Dylan Neuse,681540,Maddux Houghton,806368,Willie Joe Garry Jr.,681831,Will Holland,683735,Anthony Prato,668791,Michael Helman,680737,Chris Williams,675910,Mize,663554,mizeca01,Faedo,656412,faedoal01,Wentz,666214,wentzjo01,"Díaz, M",622766,diazmi02,Varland,686973,varlalo01,"Jackson, J",543351,jacksja01,Okert,595345,okertst01,Brigham,656257,brighje01,Alcala,660896,alcaljo01,"Rodriguez, M",678279
