game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-13,719137,6,7,13,Korey Lee,686676,leeko01,Tyler Whitaker,696264,Logan Cerny,681488,Dixon Machado,553988,machadi01,Ross Adolph,680244,César Salazar,663967,salazce01,Will Wagner,695238,Leosdany Molina,702416,J.J. Matijevic,656695,matijjj01,Michael Chavis,656308,chavimi01,Jared McKenzie,686982,Yoander Rivero,682714,Nathaniel Ochoa Leyva,692118,Riley Adams,656180,adamsri03,Leonel Valera,665987,Blake Rutherford,666164,ruthebl01,Matt Adams,571431,adamsma01,Elijah Green,701327,"Valdez, F",664285,valdefr01,"Davis, A",656354,davisau01,Buttrey,621142,buttrty01,Ruppenthal,656919,"Torres, J",666672,Cobos,678725,Williams,592866,willitr01,Weems,607179,weemsjo01,Colomé,517008,colomal01,Kuhl,641771,kuhlch01
