game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-24,642034,11,8,19,Martín Maldonado,455117,maldoma01,Grae Kessinger,666197,kessigr01,Michael Brantley,488726,brantmi02,Carlos Correa,621043,correca01,Kyle Tucker,663656,tuckeky01,Yuli Gurriel,493329,gourryu01,Jake Meyers,676694,meyerja02,Jose Altuve,514888,altuvjo01,Myles Straw,664702,strawmy01,Yasmany Tomás,630111,tomasya01,Carter Kieboom,666198,kieboca01,Andrew Stevenson,664057,stevean01,Hernán Pérez,541650,perezhe01,Tres Barrera,668663,barretr01,Jordy Mercer,474568,mercejo03,Gerardo Parra,467827,parrage01,Yadiel Hernandez,628450,hernaya01,Luis García Jr.,671277,garcilu04,Odorizzi,543606,odorija01,Martes,642564,martefr01,"Taylor, B",642130,taylobl01,Stanek,592773,stanery01,"Garcia, L",677651,garcilu05,Scheetz,677415,Strasburg,544931,strasst01,Peterson,668720,Hand,543272,handbr01,Clay,621348,claysa01,Rainey,663432,raineta01,McFarland,519008,mcfartj01
