game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-02-23,748264,3,3,A.J. Vukovich,691021,Adrian Del Castillo,680728,Wilderd Patiño,679741,Kristian Robinson,677565,Caleb Roberts,681134,Andrés Chaparro,665953,Blaze Alexander,677942,alexabl01,Kevin Newman,621028,newmake01,Tristin English,663536,Coco Montes,663796,monteco01,Aaron Schunk,668845,Grant Lavigne,680693,Gavin Hollowell,668970,holloga01,Hunter Goodman,696100,goodmhu01,Jordan Beck,687597,beckjo01,Zac Veen,691728,Connor Kaiser,663731,kaiseco01,Bradley Zimmer,605548,zimmebr01,Henry,674072,henryto01,"Green, J",681401,"Rodriguez, C",669735,rodrich01,Pilkington,663455,pilkiko01,Hughes,676714,hughebr01,Chalmers,663793,Karcher,676689,karchri01,Palmquist,687223,Criswell,676105,"Adams, C",664856,adamsch01,Justice,687145,justiev01,Koch,571863,kochma01,Pint,666207,pintri01,Hollowell,668970,holloga01
