game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-04-01,706982,1,5,6,Tim Tawa,694374,Juan Centeno,518542,centeju01,Neyfy Castillo,678689,Junior Franco,691285,Juan Corniel,691284,Jordan Howard,656560,Deyvison De Los Santos,691277,Dominic Fletcher,666150,fletcdo01,Corbin Carroll,682998,carroco02,Jose Devers,691410,Steven Kwan,680757,kwanst01,Quentin Holmes,668950,Jordan Brown,687086,Miguel Jerez,668568,Yordys Valdes,686798,Marlin Made,677583,Mike Rivera,657741,Bradley Zimmer,605548,zimmebr01,"Gilbert, T",656457,gilbety01,Wendelken,605525,wendejb01,Henry,674072,henryto01,Meisinger,664682,meisiry01,Plesac,668676,plesaza01,"Shaw, B",543766,shawbr01,McKenzie,663474,mckentr01,Stephan,663986,stephtr01,Hentges,656529,hentgsa01
