game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-05-13,634158,2,2,Dylan Carlson,666185,carlsdy01,Nolan Arenado,571448,arenano01,Alex Reyes,621052,reyesal02,Edmundo Sosa,624641,sosaed01,Andrew Knizner,668800,kniznan01,Tyler O'Neill,641933,oneilty01,Paul Goldschmidt,502671,goldspa01,Tommy Edman,669242,edmanto01,Harrison Bader,664056,baderha01,Luis Urías,649966,uriaslu01,Tyrone Taylor,621438,tayloty01,Kolten Wong,543939,wongko01,Omar Narváez,553882,narvaom01,Daniel Vogelbach,596129,vogelda01,Manny Piña,444489,pinama01,Lorenzo Cain,456715,cainlo01,Travis Shaw,543768,shawtr01,Jackie Bradley Jr.,598265,bradlja02,Flaherty,656427,flaheja01,Gallegos,606149,gallegi01,"Cabrera, G",650893,cabrege01,"Reyes, Al",621052,reyesal02,Burnes,669203,burneco01,Rasmussen,656876,rasmudr01,Suter,608718,suterbr01,"Perdomo, A",622780,perdoan01
