game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-24,718977,11,2,13,Tim Locastro,641796,locasti01,José Peraza,606299,perazjo01,Brett Baty,683146,batybr01,Darin Ruf,573131,rufda01,Danny Mendick,664901,mendida01,Mark Vientos,668901,vientma01,Jonathan Araúz,660620,arauzjo01,DJ Stewart,621466,stewadj01,Michael Pérez,605421,perezmi03,Vidal Bruján,660644,brujavi01,Luke Raley,670042,raleylu01,Jonathan Aranda,666018,arandjo01,Josh Lowe,666139,lowejo01,Daniel Robertson,621002,roberda10,Roberto Alvarez,666712,Gavin Collins,641468,Ben Gamel,592325,gamelbe01,Tristan Gray,656484,graytr01,Scherzer,453286,scherma01,"Santana, D",642701,santade01,Muckenhirn,669105,muckeza01,"McLoughlin, T",694381,Patiño,672715,patinlu01,Snyder,801389,Brewer,605155,breweco01,Crick,605195,crickky01,Hembree,592390,hembrhe01,Heller,621294,hellebe01,Kelly,687330,kellyke02
