game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-02-29,748171,4,5,9,Jose Ramos,682947,Thayron Liranzo,699073,Dalton Rushing,687221,Trey Sweeney,700242,Chris Okey,608360,okeych01,Austin Gauthier,702789,Travis Swaggerty,680552,swaggtr01,Jake Vogel,691949,Alex Freeland,690976,Mike Ford,645801,fordmi01,Conner Capel,668843,capelco01,Austin Wynns,642851,wynnsau01,P.J. Higgins,664731,higgipj01,Edwin Arroyo,695490,Hernán Pérez,541650,perezhe01,Rece Hinds,677956,Bubba Thompson,669352,thompbu01,Tyler Callihan,682997,Paxton,572020,paxtoja01,Vesia,681911,vesiaal01,Lao,666659,Knack,689017,knackla01,Gowdy,666151,Gonsalves,624427,gonsast01,Varland,681402,varlagu01,McFarland,519008,mcfartj01,Ashcraft,668933,ashcrgr01,"Díaz, A",664747,diazal03,Antone,622088,antonte01,"Farmer, B",571656,farmebu01,"Cruz, F",518585,cruzfe01,Bruihl,677865,bruihju01,Kriske,621139,kriskbr01,"Kennedy, B",664028,kennebr02
