game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-27,719410,6,7,13,Luis Durango,691411,Milan Tolentino,675455,Meibrys Viloria,650619,vilorme01,Jorge Burgos,684222,Will Bartlett,686673,Will Brennan,686823,brennwi02,Raynel Delgado,669384,Guy Lipscomb,805865,Juan Brito,682877,Jordan Lawlar,691783,lawlajo01,Tim Tawa,694374,Deyvison De Los Santos,691277,Adrian Del Castillo,680728,Phillip Evans,595943,evansph01,Caleb Roberts,681134,Alek Thomas,677950,thomaal01,Geraldo Perdomo,672695,perdoge01,Ryan Bliss,669208,Civale,650644,civalaa01,Stephan,663986,stephtr01,"De Los Santos, E",660853,delosen01,Sandlin,680704,sandlni01,Morgan,669212,morgael01,"Clase, E",661403,claseem01,Jones,669437,Bumgarner,518516,bumgama01,Vargas,672841,vargaca01,Ginkel,656464,ginkeke01,Stumpo,686933,Castro,612434,castrmi01,McGough,543518,mcgousc01
