game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-28,642147,2,1,3,Will Craig,643269,craigwi01,Liover Peguero,678894,pegueli01,Wilmer Difo,594694,difowi01,Brian Goodwin,571718,goodwbr01,Nick Mears,683232,mearsni01,Nick Gonzales,693304,gonzani01,Dustin Fowler,641583,fowledu01,Troy Stokes Jr.,657011,stoketr01,Tony Wolters,547172,wolteto01,Yusniel Díaz,666783,diazyu01,Chris Shaw,622046,shawch01,Austin Wynns,642851,wynnsau01,Maikel Franco,596748,francma02,Ryan McKenna,663630,mckenry01,Seth Mejias-Brean,623180,mejiase01,Stevie Wilkerson,592859,wilkest01,Nick Ciuffo,624419,ciuffni01,Freddy Galvis,520471,galvifr01,"Keller, M",656605,kellemi03,Ogle,669180,Feliz,593140,felizmi01,Howard,607572,howarsa01,Oviedo,665854,oviedlu01,Priester,682990,priesqu01,Weiman,676620,Mears,683232,mearsni01,"Harvey, M",518774,harvema01,"Valdez, C",491624,valdece01,"Scott, Tan",656945,scottta01,Armstrong,542888,armstsh01
